TransactionID,CustomerID,ProductID,TransactionDate,Quantity,TotalValue,Price_x,CustomerName,Region,SignupDate,ProductName,Category,Price_y
T00093,C0109,P034,2024-08-11 04:10:13,4,868.2,217.05,Abigail Jones,North America,2022-05-09,HomeSense T-Shirt,Clothing,217.05
T00127,C0041,P034,2024-06-03 21:07:56,4,868.2,217.05,Lindsey Deleon,Europe,2023-12-27,HomeSense T-Shirt,Clothing,217.05
T00270,C0101,P034,2024-11-07 02:48:08,3,651.15,217.05,Kelsey Roberts,Asia,2023-09-30,HomeSense T-Shirt,Clothing,217.05
T00358,C0154,P034,2024-04-08 20:47:01,1,217.05,217.05,Robert Sharp,North America,2024-10-27,HomeSense T-Shirt,Clothing,217.05
T00518,C0200,P034,2024-12-11 03:05:50,4,868.2,217.05,Kelly Cross,Asia,2023-06-11,HomeSense T-Shirt,Clothing,217.05
T00546,C0049,P034,2024-08-30 06:42:27,1,217.05,217.05,Jason Yates,North America,2024-09-18,HomeSense T-Shirt,Clothing,217.05
T00982,C0103,P034,2024-07-17 03:25:18,1,217.05,217.05,Jennifer Munoz,Europe,2022-05-15,HomeSense T-Shirt,Clothing,217.05
T00003,C0028,P057,2024-01-25 14:28:34,4,958.8,239.7,Jennifer Pena,Asia,2024-06-29,ActiveWear Smartphone,Electronics,239.7
T00013,C0183,P057,2024-03-04 22:09:57,4,958.8,239.7,Kimberly Johnson,North America,2024-01-23,ActiveWear Smartphone,Electronics,239.7
T00017,C0087,P057,2024-05-09 03:52:43,4,958.8,239.7,Travis Campbell,South America,2024-04-11,ActiveWear Smartphone,Electronics,239.7
T00046,C0190,P057,2024-07-28 06:29:59,4,958.8,239.7,Alexander Lowe,South America,2024-05-31,ActiveWear Smartphone,Electronics,239.7
T00091,C0200,P057,2024-04-27 19:06:20,1,239.7,239.7,Kelly Cross,Asia,2023-06-11,ActiveWear Smartphone,Electronics,239.7
T00161,C0055,P057,2024-07-15 07:02:39,2,479.4,239.7,Lauren Williams,North America,2024-11-11,ActiveWear Smartphone,Electronics,239.7
T00184,C0188,P057,2024-05-13 07:24:49,2,479.4,239.7,Anna Ball,South America,2022-05-17,ActiveWear Smartphone,Electronics,239.7
T00218,C0148,P057,2024-01-17 19:40:55,3,719.1,239.7,Matthew Rogers,South America,2023-04-16,ActiveWear Smartphone,Electronics,239.7
T00417,C0035,P057,2024-04-20 22:54:54,3,719.1,239.7,Brianna Richardson,North America,2024-10-01,ActiveWear Smartphone,Electronics,239.7
T00492,C0120,P057,2024-08-08 05:40:02,3,719.1,239.7,Francisco Diaz,South America,2023-01-13,ActiveWear Smartphone,Electronics,239.7
T00605,C0017,P057,2023-12-31 03:27:43,4,958.8,239.7,Jennifer King,Europe,2023-12-05,ActiveWear Smartphone,Electronics,239.7
T00615,C0145,P057,2024-07-14 07:45:15,2,479.4,239.7,Wayne Stone,Asia,2023-01-13,ActiveWear Smartphone,Electronics,239.7
T00619,C0028,P057,2024-12-25 09:53:39,2,479.4,239.7,Jennifer Pena,Asia,2024-06-29,ActiveWear Smartphone,Electronics,239.7
T00703,C0092,P057,2024-02-04 00:31:54,3,719.1,239.7,Jacqueline Zamora,Asia,2024-05-29,ActiveWear Smartphone,Electronics,239.7
T00962,C0188,P057,2024-11-29 19:49:24,2,479.4,239.7,Anna Ball,South America,2022-05-17,ActiveWear Smartphone,Electronics,239.7
T00004,C0004,P049,2024-07-19 10:56:13,4,591.8,147.95,Kathleen Rodriguez,South America,2022-10-09,TechPro Textbook,Books,147.95
T00105,C0087,P049,2024-02-12 08:14:34,3,443.85,147.95,Travis Campbell,South America,2024-04-11,TechPro Textbook,Books,147.95
T00136,C0010,P049,2024-02-22 18:44:05,2,295.9,147.95,Aaron Cox,Europe,2022-12-15,TechPro Textbook,Books,147.95
T00237,C0065,P049,2024-02-27 22:16:22,2,295.9,147.95,Gerald Hines,North America,2024-07-10,TechPro Textbook,Books,147.95
T00239,C0132,P049,2024-12-06 19:03:54,2,295.9,147.95,Lisa Jackson,Europe,2023-02-01,TechPro Textbook,Books,147.95
T00310,C0068,P049,2024-05-18 05:03:08,2,295.9,147.95,Mark Cox,North America,2023-04-04,TechPro Textbook,Books,147.95
T00470,C0123,P049,2024-11-13 17:36:31,1,147.95,147.95,Jason Johnston,Asia,2023-11-05,TechPro Textbook,Books,147.95
T00551,C0018,P049,2024-02-23 13:28:08,3,443.85,147.95,Tyler Haynes,North America,2024-09-21,TechPro Textbook,Books,147.95
T00563,C0064,P049,2024-01-16 18:52:43,1,147.95,147.95,Martha Montgomery,Europe,2023-10-22,TechPro Textbook,Books,147.95
T00567,C0121,P049,2024-09-27 23:40:32,2,295.9,147.95,Mark Atkinson,Europe,2023-07-23,TechPro Textbook,Books,147.95
T00620,C0041,P049,2024-01-05 18:43:06,4,591.8,147.95,Lindsey Deleon,Europe,2023-12-27,TechPro Textbook,Books,147.95
T00650,C0070,P049,2024-10-07 14:56:13,4,591.8,147.95,Timothy Perez,Europe,2022-03-15,TechPro Textbook,Books,147.95
T00818,C0161,P049,2024-01-01 03:54:19,1,147.95,147.95,Jessica Warren,Asia,2022-03-14,TechPro Textbook,Books,147.95
T00923,C0173,P049,2024-07-19 10:31:02,1,147.95,147.95,Francisco Young,Asia,2022-10-06,TechPro Textbook,Books,147.95
T00970,C0132,P049,2024-11-17 06:14:00,4,591.8,147.95,Lisa Jackson,Europe,2023-02-01,TechPro Textbook,Books,147.95
T00005,C0150,P087,2024-05-25 17:44:48,2,580.34,290.17,Angela Williams,South America,2022-09-13,TechPro Running Shoes,Clothing,290.17
T00037,C0176,P087,2024-03-09 04:58:40,4,1160.68,290.17,Nicole Booth,North America,2022-03-23,TechPro Running Shoes,Clothing,290.17
T00206,C0167,P087,2024-05-05 05:32:27,2,580.34,290.17,Brandy Welch,Europe,2024-01-27,TechPro Running Shoes,Clothing,290.17
T00208,C0184,P087,2024-08-14 02:02:56,1,290.17,290.17,Tina Jacobs,South America,2022-05-13,TechPro Running Shoes,Clothing,290.17
T00485,C0184,P087,2024-05-13 14:33:44,1,290.17,290.17,Tina Jacobs,South America,2022-05-13,TechPro Running Shoes,Clothing,290.17
T00488,C0034,P087,2024-10-21 12:47:53,2,580.34,290.17,Dalton Perez,North America,2023-09-27,TechPro Running Shoes,Clothing,290.17
T00497,C0053,P087,2024-06-21 02:02:45,4,1160.68,290.17,Albert Burke,Europe,2022-06-18,TechPro Running Shoes,Clothing,290.17
T00684,C0102,P087,2024-07-17 07:26:30,1,290.17,290.17,Michael Atkinson,South America,2022-09-16,TechPro Running Shoes,Clothing,290.17
T00846,C0134,P087,2024-11-10 10:56:19,4,1160.68,290.17,Theresa Gonzalez,Asia,2022-02-19,TechPro Running Shoes,Clothing,290.17
T00875,C0086,P087,2024-09-26 23:20:59,2,580.34,290.17,Stephanie Peterson,Europe,2022-09-18,TechPro Running Shoes,Clothing,290.17
T00880,C0036,P087,2024-11-02 12:20:39,3,870.51,290.17,Brian Aguilar DDS,North America,2024-07-06,TechPro Running Shoes,Clothing,290.17
T00953,C0056,P087,2024-03-07 21:09:48,2,580.34,290.17,Erika Fernandez,Asia,2024-04-12,TechPro Running Shoes,Clothing,290.17
T00006,C0076,P053,2024-12-01 20:44:37,3,824.82,274.94,Emily Roberts,South America,2024-02-11,TechPro Rug,Home Decor,274.94
T00010,C0194,P053,2024-03-14 11:55:39,1,274.94,274.94,Stacy Cook,North America,2024-05-04,TechPro Rug,Home Decor,274.94
T00175,C0146,P053,2024-12-18 18:28:33,3,824.82,274.94,Brittany Harvey,Asia,2024-09-04,TechPro Rug,Home Decor,274.94
T00269,C0124,P053,2024-02-06 16:22:41,4,1099.76,274.94,Lindsay Perez,Europe,2024-08-26,TechPro Rug,Home Decor,274.94
T00293,C0053,P053,2024-07-11 15:32:56,3,824.82,274.94,Albert Burke,Europe,2022-06-18,TechPro Rug,Home Decor,274.94
T00568,C0065,P053,2024-09-18 05:00:38,1,274.94,274.94,Gerald Hines,North America,2024-07-10,TechPro Rug,Home Decor,274.94
T00602,C0024,P053,2024-04-26 11:26:53,1,274.94,274.94,Michele Cooley,North America,2024-02-05,TechPro Rug,Home Decor,274.94
T00744,C0004,P053,2024-03-11 09:25:22,4,1099.76,274.94,Kathleen Rodriguez,South America,2022-10-09,TechPro Rug,Home Decor,274.94
T00952,C0139,P053,2024-10-06 06:02:45,1,274.94,274.94,Ricky Gutierrez,North America,2022-03-14,TechPro Rug,Home Decor,274.94
T00968,C0133,P053,2024-12-05 17:47:19,4,1099.76,274.94,Gwendolyn Carter,South America,2023-03-11,TechPro Rug,Home Decor,274.94
T00007,C0173,P023,2024-05-06 18:05:22,4,1818.12,454.53,Francisco Young,Asia,2022-10-06,ActiveWear Cookware Set,Home Decor,454.53
T00089,C0076,P023,2024-06-19 23:01:44,1,454.53,454.53,Emily Roberts,South America,2024-02-11,ActiveWear Cookware Set,Home Decor,454.53
T00158,C0012,P023,2024-05-30 03:34:49,2,909.06,454.53,Kevin May,South America,2024-08-07,ActiveWear Cookware Set,Home Decor,454.53
T00349,C0184,P023,2024-04-18 14:56:50,1,454.53,454.53,Tina Jacobs,South America,2022-05-13,ActiveWear Cookware Set,Home Decor,454.53
T00455,C0128,P023,2024-01-08 16:14:35,1,454.53,454.53,Henry Leach,Asia,2023-05-29,ActiveWear Cookware Set,Home Decor,454.53
T00501,C0158,P023,2024-09-04 16:19:42,3,1363.59,454.53,Wendy Browning,South America,2023-04-12,ActiveWear Cookware Set,Home Decor,454.53
T00721,C0012,P023,2024-12-08 09:46:41,3,1363.59,454.53,Kevin May,South America,2024-08-07,ActiveWear Cookware Set,Home Decor,454.53
T00749,C0133,P023,2024-06-20 19:04:58,2,909.06,454.53,Gwendolyn Carter,South America,2023-03-11,ActiveWear Cookware Set,Home Decor,454.53
T00997,C0164,P023,2024-11-01 23:04:56,4,1818.12,454.53,Morgan Perez,Europe,2023-06-01,ActiveWear Cookware Set,Home Decor,454.53
T00008,C0067,P069,2024-10-17 00:45:17,1,100.81,100.81,Carl Gonzalez,North America,2023-07-06,BookWorld Biography,Books,100.81
T00035,C0142,P069,2024-08-20 15:26:04,2,201.62,100.81,Nicole Long DVM,Asia,2024-02-08,BookWorld Biography,Books,100.81
T00140,C0121,P069,2024-03-18 09:16:33,2,201.62,100.81,Mark Atkinson,Europe,2023-07-23,BookWorld Biography,Books,100.81
T00187,C0032,P069,2024-02-24 09:30:35,1,100.81,100.81,Dustin Campbell,South America,2024-04-17,BookWorld Biography,Books,100.81
T00194,C0063,P069,2024-09-28 06:07:52,1,100.81,100.81,Wayne Ferguson,Europe,2024-02-05,BookWorld Biography,Books,100.81
T00228,C0113,P069,2024-04-21 19:52:01,2,201.62,100.81,Joseph Ortiz Jr.,South America,2022-06-17,BookWorld Biography,Books,100.81
T00232,C0136,P069,2024-11-10 22:04:36,3,302.43,100.81,Kristen Holder,Asia,2024-03-14,BookWorld Biography,Books,100.81
T00355,C0017,P069,2024-01-12 20:20:37,2,201.62,100.81,Jennifer King,Europe,2023-12-05,BookWorld Biography,Books,100.81
T00448,C0194,P069,2024-10-22 08:13:50,2,201.62,100.81,Stacy Cook,North America,2024-05-04,BookWorld Biography,Books,100.81
T00561,C0172,P069,2024-05-14 14:21:56,1,100.81,100.81,Jamie Webb,Europe,2024-09-09,BookWorld Biography,Books,100.81
T00828,C0068,P069,2024-06-04 21:07:05,4,403.24,100.81,Mark Cox,North America,2023-04-04,BookWorld Biography,Books,100.81
T00852,C0125,P069,2024-08-24 09:50:55,3,302.43,100.81,Nicholas Taylor,North America,2022-12-18,BookWorld Biography,Books,100.81
T00009,C0086,P095,2024-04-06 03:41:22,4,909.04,227.26,Stephanie Peterson,Europe,2022-09-18,BookWorld Cookware Set,Home Decor,227.26
T00155,C0002,P095,2024-07-12 10:18:13,2,454.52,227.26,Elizabeth Lutz,Asia,2022-02-13,BookWorld Cookware Set,Home Decor,227.26
T00644,C0008,P095,2024-06-13 09:13:19,1,227.26,227.26,David Li,North America,2024-01-13,BookWorld Cookware Set,Home Decor,227.26
T00685,C0017,P095,2024-05-11 17:59:31,2,454.52,227.26,Jennifer King,Europe,2023-12-05,BookWorld Cookware Set,Home Decor,227.26
T00800,C0122,P095,2024-08-25 16:04:54,3,681.78,227.26,Corey Ruiz,North America,2022-05-06,BookWorld Cookware Set,Home Decor,227.26
T00961,C0109,P095,2024-11-02 01:55:05,3,681.78,227.26,Abigail Jones,North America,2022-05-09,BookWorld Cookware Set,Home Decor,227.26
T00965,C0071,P095,2024-08-23 15:53:27,4,909.04,227.26,Taylor Murphy,South America,2022-07-01,BookWorld Cookware Set,Home Decor,227.26
T00011,C0162,P062,2024-04-03 03:46:50,1,374.16,374.16,Edwin Watson,Asia,2022-03-29,HomeSense Novel,Books,374.16
T00041,C0141,P062,2024-02-13 23:56:36,4,1496.64,374.16,Paul Parsons,Europe,2023-02-23,HomeSense Novel,Books,374.16
T00146,C0155,P062,2024-07-24 07:11:44,2,748.32,374.16,Michelle Brown,South America,2023-03-23,HomeSense Novel,Books,374.16
T00190,C0156,P062,2024-09-25 19:36:27,2,748.32,374.16,William Adams,North America,2023-08-19,HomeSense Novel,Books,374.16
T00221,C0188,P062,2024-02-28 14:14:44,4,1496.64,374.16,Anna Ball,South America,2022-05-17,HomeSense Novel,Books,374.16
T00230,C0064,P062,2024-12-06 16:22:54,1,374.16,374.16,Martha Montgomery,Europe,2023-10-22,HomeSense Novel,Books,374.16
T00364,C0183,P062,2024-06-16 08:22:06,2,748.32,374.16,Kimberly Johnson,North America,2024-01-23,HomeSense Novel,Books,374.16
T00533,C0191,P062,2024-07-12 10:33:55,4,1496.64,374.16,Samantha Gibson DVM,South America,2024-04-07,HomeSense Novel,Books,374.16
T00570,C0147,P062,2024-12-25 00:52:54,1,374.16,374.16,Hunter Fuller,South America,2022-05-16,HomeSense Novel,Books,374.16
T00640,C0087,P062,2024-09-13 23:20:18,3,1122.48,374.16,Travis Campbell,South America,2024-04-11,HomeSense Novel,Books,374.16
T00649,C0028,P062,2024-01-23 07:39:44,3,1122.48,374.16,Jennifer Pena,Asia,2024-06-29,HomeSense Novel,Books,374.16
T00664,C0138,P062,2024-10-02 22:44:16,4,1496.64,374.16,Cynthia Clayton,Asia,2024-11-01,HomeSense Novel,Books,374.16
T00692,C0153,P062,2024-06-30 22:09:50,2,748.32,374.16,Justin Smith,South America,2022-03-20,HomeSense Novel,Books,374.16
T00723,C0043,P062,2024-06-12 01:39:05,2,748.32,374.16,Sandy Short MD,Asia,2023-02-05,HomeSense Novel,Books,374.16
T00725,C0135,P062,2024-10-03 20:53:23,2,748.32,374.16,Toni Weaver,Europe,2022-08-23,HomeSense Novel,Books,374.16
T00944,C0122,P062,2024-10-08 19:57:08,2,748.32,374.16,Corey Ruiz,North America,2022-05-06,HomeSense Novel,Books,374.16
T00012,C0091,P041,2024-03-29 01:28:17,4,1825.12,456.28,Lisa Kirk,South America,2023-03-16,ComfortLiving Smartphone,Electronics,456.28
T00034,C0168,P041,2024-01-09 11:00:50,4,1825.12,456.28,Karen Clements MD,South America,2022-12-13,ComfortLiving Smartphone,Electronics,456.28
T00094,C0012,P041,2024-07-14 19:37:54,4,1825.12,456.28,Kevin May,South America,2024-08-07,ComfortLiving Smartphone,Electronics,456.28
T00231,C0069,P041,2024-08-27 19:54:49,2,912.56,456.28,Stacy Foster,Europe,2023-12-03,ComfortLiving Smartphone,Electronics,456.28
T00236,C0184,P041,2024-02-25 14:08:11,1,456.28,456.28,Tina Jacobs,South America,2022-05-13,ComfortLiving Smartphone,Electronics,456.28
T00261,C0125,P041,2024-02-20 06:00:07,2,912.56,456.28,Nicholas Taylor,North America,2022-12-18,ComfortLiving Smartphone,Electronics,456.28
T00343,C0173,P041,2024-01-02 11:54:22,1,456.28,456.28,Francisco Young,Asia,2022-10-06,ComfortLiving Smartphone,Electronics,456.28
T00482,C0066,P041,2024-06-04 02:02:24,4,1825.12,456.28,Catherine White,Europe,2024-11-15,ComfortLiving Smartphone,Electronics,456.28
T00589,C0186,P041,2024-10-23 16:42:32,1,456.28,456.28,Amber Alexander,Asia,2023-10-11,ComfortLiving Smartphone,Electronics,456.28
T00597,C0023,P041,2024-07-01 04:53:47,3,1368.84,456.28,Nicholas Cain,Europe,2022-03-04,ComfortLiving Smartphone,Electronics,456.28
T00881,C0101,P041,2024-08-19 04:22:17,3,1368.84,456.28,Kelsey Roberts,Asia,2023-09-30,ComfortLiving Smartphone,Electronics,456.28
T00014,C0105,P060,2024-08-05 07:35:43,1,155.65,155.65,Ryan Hampton,Europe,2024-11-11,HomeSense T-Shirt,Clothing,155.65
T00392,C0072,P060,2024-11-02 20:33:22,4,622.6,155.65,Sarah Scott,North America,2024-07-24,HomeSense T-Shirt,Clothing,155.65
T00405,C0093,P060,2024-08-02 21:41:32,2,311.3,155.65,Nancy Walker,Asia,2024-07-13,HomeSense T-Shirt,Clothing,155.65
T00452,C0009,P060,2024-03-16 17:26:03,1,155.65,155.65,Joy Clark,Europe,2023-08-14,HomeSense T-Shirt,Clothing,155.65
T00642,C0162,P060,2024-08-06 20:12:35,4,622.6,155.65,Edwin Watson,Asia,2022-03-29,HomeSense T-Shirt,Clothing,155.65
T00768,C0083,P060,2024-12-17 13:01:28,1,155.65,155.65,Christina Stark,South America,2022-04-07,HomeSense T-Shirt,Clothing,155.65
T00015,C0001,P054,2024-01-19 03:12:55,2,114.6,57.3,Lawrence Carroll,South America,2022-07-10,SoundWave Cookbook,Books,57.3
T00053,C0039,P054,2024-09-30 14:42:16,3,171.9,57.3,Angela Harris,South America,2024-10-13,SoundWave Cookbook,Books,57.3
T00203,C0124,P054,2024-03-31 16:50:02,4,229.2,57.3,Lindsay Perez,Europe,2024-08-26,SoundWave Cookbook,Books,57.3
T00210,C0165,P054,2024-08-15 15:59:47,2,114.6,57.3,Juan Mcdaniel,South America,2022-04-09,SoundWave Cookbook,Books,57.3
T00262,C0143,P054,2024-01-30 22:40:57,1,57.3,57.3,Brian Parker,Asia,2024-05-27,SoundWave Cookbook,Books,57.3
T00327,C0165,P054,2024-11-27 10:42:19,2,114.6,57.3,Juan Mcdaniel,South America,2022-04-09,SoundWave Cookbook,Books,57.3
T00395,C0038,P054,2024-03-14 08:10:08,3,171.9,57.3,Jeffrey Perkins,North America,2022-04-16,SoundWave Cookbook,Books,57.3
T00423,C0019,P054,2024-11-08 10:22:51,3,171.9,57.3,Brandon Rodriguez,Europe,2023-01-12,SoundWave Cookbook,Books,57.3
T00581,C0083,P054,2024-11-13 04:56:27,2,114.6,57.3,Christina Stark,South America,2022-04-07,SoundWave Cookbook,Books,57.3
T00634,C0073,P054,2024-03-20 02:37:13,4,229.2,57.3,Heidi Johnson,Europe,2022-08-20,SoundWave Cookbook,Books,57.3
T00699,C0156,P054,2024-04-21 22:39:45,3,171.9,57.3,William Adams,North America,2023-08-19,SoundWave Cookbook,Books,57.3
T00784,C0047,P054,2024-08-23 09:06:06,3,171.9,57.3,Samantha Frank,North America,2024-03-22,SoundWave Cookbook,Books,57.3
T00808,C0190,P054,2024-07-06 00:13:42,4,229.2,57.3,Alexander Lowe,South America,2024-05-31,SoundWave Cookbook,Books,57.3
T00873,C0086,P054,2024-08-02 11:13:00,4,229.2,57.3,Stephanie Peterson,Europe,2022-09-18,SoundWave Cookbook,Books,57.3
T00884,C0171,P054,2024-01-28 18:40:51,3,171.9,57.3,Michael Cowan,South America,2022-12-16,SoundWave Cookbook,Books,57.3
T00926,C0181,P054,2024-08-16 02:29:10,3,171.9,57.3,Alexander Barker,South America,2023-11-16,SoundWave Cookbook,Books,57.3
T00016,C0072,P070,2024-07-05 23:04:17,2,97.38,48.69,Sarah Scott,North America,2024-07-24,HomeSense T-Shirt,Clothing,48.69
T00087,C0108,P070,2024-02-16 19:58:26,1,48.69,48.69,David Davis,South America,2022-09-28,HomeSense T-Shirt,Clothing,48.69
T00098,C0090,P070,2024-08-28 02:11:58,3,146.07,48.69,Charles Hamilton,Asia,2023-10-17,HomeSense T-Shirt,Clothing,48.69
T00281,C0126,P070,2024-09-24 16:29:36,1,48.69,48.69,Caitlin Brown,South America,2024-02-20,HomeSense T-Shirt,Clothing,48.69
T00750,C0056,P070,2024-12-25 21:16:21,4,194.76,48.69,Erika Fernandez,Asia,2024-04-12,HomeSense T-Shirt,Clothing,48.69
T00762,C0106,P070,2024-11-01 09:20:07,4,194.76,48.69,Amanda Mcguire,Asia,2022-09-22,HomeSense T-Shirt,Clothing,48.69
T00018,C0166,P010,2024-09-21 22:21:26,3,1050.39,350.13,John Rogers,Europe,2022-02-13,ComfortLiving Smartwatch,Electronics,350.13
T00068,C0088,P010,2024-09-22 23:11:50,3,1050.39,350.13,Carlos Murray,Asia,2023-05-14,ComfortLiving Smartwatch,Electronics,350.13
T00243,C0069,P010,2024-08-31 00:38:43,2,700.26,350.13,Stacy Foster,Europe,2023-12-03,ComfortLiving Smartwatch,Electronics,350.13
T00276,C0113,P010,2024-11-27 17:12:27,3,1050.39,350.13,Joseph Ortiz Jr.,South America,2022-06-17,ComfortLiving Smartwatch,Electronics,350.13
T00292,C0086,P010,2024-12-26 02:30:22,2,700.26,350.13,Stephanie Peterson,Europe,2022-09-18,ComfortLiving Smartwatch,Electronics,350.13
T00315,C0125,P010,2024-04-03 21:46:38,3,1050.39,350.13,Nicholas Taylor,North America,2022-12-18,ComfortLiving Smartwatch,Electronics,350.13
T00372,C0192,P010,2024-07-22 10:55:09,1,350.13,350.13,Sarah Arias,South America,2022-09-15,ComfortLiving Smartwatch,Electronics,350.13
T00516,C0074,P010,2024-07-29 06:11:19,1,350.13,350.13,Jonathan Russo,Europe,2022-05-27,ComfortLiving Smartwatch,Electronics,350.13
T00710,C0162,P010,2024-01-13 09:31:27,1,350.13,350.13,Edwin Watson,Asia,2022-03-29,ComfortLiving Smartwatch,Electronics,350.13
T00830,C0048,P010,2024-01-28 09:13:22,2,700.26,350.13,Matthew Park,South America,2024-11-07,ComfortLiving Smartwatch,Electronics,350.13
T00986,C0122,P010,2024-05-20 10:52:21,2,700.26,350.13,Corey Ruiz,North America,2022-05-06,ComfortLiving Smartwatch,Electronics,350.13
T00019,C0006,P040,2024-06-05 01:19:28,2,306.38,153.19,Brittany Palmer,South America,2024-01-07,SoundWave Mystery Book,Books,153.19
T00137,C0142,P040,2024-04-03 12:44:52,4,612.76,153.19,Nicole Long DVM,Asia,2024-02-08,SoundWave Mystery Book,Books,153.19
T00347,C0139,P040,2024-01-24 21:50:37,2,306.38,153.19,Ricky Gutierrez,North America,2022-03-14,SoundWave Mystery Book,Books,153.19
T00359,C0048,P040,2024-12-04 20:50:51,4,612.76,153.19,Matthew Park,South America,2024-11-07,SoundWave Mystery Book,Books,153.19
T00406,C0171,P040,2024-02-18 00:12:39,2,306.38,153.19,Michael Cowan,South America,2022-12-16,SoundWave Mystery Book,Books,153.19
T00538,C0119,P040,2024-04-26 17:37:36,2,306.38,153.19,David Armstrong,Europe,2023-11-13,SoundWave Mystery Book,Books,153.19
T00637,C0184,P040,2024-09-08 08:52:51,3,459.57,153.19,Tina Jacobs,South America,2022-05-13,SoundWave Mystery Book,Books,153.19
T00704,C0186,P040,2024-06-21 07:59:57,4,612.76,153.19,Amber Alexander,Asia,2023-10-11,SoundWave Mystery Book,Books,153.19
T00910,C0071,P040,2024-05-22 03:47:06,1,153.19,153.19,Taylor Murphy,South America,2022-07-01,SoundWave Mystery Book,Books,153.19
T00930,C0193,P040,2024-05-27 09:32:58,2,306.38,153.19,Douglas Torres,Asia,2023-02-03,SoundWave Mystery Book,Books,153.19
T00936,C0148,P040,2024-06-11 20:36:32,4,612.76,153.19,Matthew Rogers,South America,2023-04-16,SoundWave Mystery Book,Books,153.19
T00993,C0027,P040,2024-03-08 09:48:14,2,306.38,153.19,Justin Heath,Asia,2022-11-09,SoundWave Mystery Book,Books,153.19
T00995,C0191,P040,2024-06-04 06:32:15,4,612.76,153.19,Samantha Gibson DVM,South America,2024-04-07,SoundWave Mystery Book,Books,153.19
T00020,C0153,P007,2024-07-16 22:33:47,4,1680.6,420.15,Justin Smith,South America,2022-03-20,SoundWave Cookbook,Books,420.15
T00163,C0101,P007,2024-03-13 22:33:34,4,1680.6,420.15,Kelsey Roberts,Asia,2023-09-30,SoundWave Cookbook,Books,420.15
T00204,C0161,P007,2024-01-31 01:11:48,2,840.3,420.15,Jessica Warren,Asia,2022-03-14,SoundWave Cookbook,Books,420.15
T00309,C0103,P007,2024-08-28 05:03:00,2,840.3,420.15,Jennifer Munoz,Europe,2022-05-15,SoundWave Cookbook,Books,420.15
T00421,C0047,P007,2024-01-04 07:47:38,1,420.15,420.15,Samantha Frank,North America,2024-03-22,SoundWave Cookbook,Books,420.15
T00565,C0156,P007,2024-12-15 00:35:54,2,840.3,420.15,William Adams,North America,2023-08-19,SoundWave Cookbook,Books,420.15
T00741,C0079,P007,2024-02-22 15:13:43,2,840.3,420.15,Brian Murillo,North America,2022-02-02,SoundWave Cookbook,Books,420.15
T00945,C0193,P007,2024-05-22 21:58:39,3,1260.45,420.15,Douglas Torres,Asia,2023-02-03,SoundWave Cookbook,Books,420.15
